Equity,PE,PB,PEG,Free_CASH,SI_INT,DIV_PAY,QUICK_RATIO,ALT_SCORE,MKT_TO_BOOK,DEBT_TO_EBITBA,M3_LOW_VOL
CECO,11.0204,0.4861,0,-20.4733,13.98,0,1.107,1.0773,0.4854,,FALSE
AIT,14.7927,2.1501,1.869,11.1581,3.74,44.2675,1.7388,6.5015,2.1505,1.7282,FALSE
HRC,19.9493,2.5374,0.793,5.1439,4.2,217.39,1.287,3.294,2.5381,9.3802,FALSE
CHS,15.5404,2.1311,0.931,8.0693,5.05,,0.452,5.0037,2.1919,1.0895,FALSE
CYH,7.8087,0.5171,0.524,-1.6059,3.32,,1.2354,4.598,0.542,0.8723,FALSE
EFII,44.6323,2.13,0.736,2.6455,9.1,0,2.8731,4.147,2.1467,3.0639,TRUE
CPF,14.1071,1.2523,1.768,10.8516,2.65,131.7808,,,1.251,,FALSE
AJG,15.0427,1.8389,1.893,8.3596,2.16,105.0075,0.5283,1.903,1.8367,3.175,TRUE
SYKE,17.0122,1.7548,1.398,6.0517,2.84,0,3.3455,6.7128,1.7585,0.4577,FALSE
ATU,12.8937,1.9111,1.249,11.2485,6.95,15.3255,1.5212,4.3812,1.9051,6.3429,FALSE
TESO,0,0.5993,0,-9.7913,14.82,,2.6979,4.6133,0.5961,,FALSE
IOSP,12.5204,1.9026,0.88,8.6722,2.75,22.9457,1.3542,5.6249,1.9011,0.7107,FALSE
TLRD,6.5264,0,0,2.6658,5.93,,0.232,,-6.121,6.8934,FALSE
LIVN,32.2857,5.0727,0,6.007,7.43,,3.4127,,9.5383,0.1913,FALSE
AME,17.9228,3.3106,2.05,5.5025,2.07,15.6019,0.9601,7.2277,3.3439,1.8371,TRUE
MATX,13.6736,3.8335,1.067,10.2749,3.29,29.5038,0.8058,3.0003,3.8381,1.537,FALSE
SGY,0,0,0,-197.5445,4.66,,0.3692,-4.3445,-3.6303,,FALSE
LPSN,0,1.7528,1.07,3.0889,4.89,,1.4331,,1.7508,0,TRUE
ASEI,125.3515,1.2836,4.223,7.1045,2.7,,2.817,,1.2841,0,FALSE
COHR,24.7133,2.3299,1.322,4.4416,1.77,0,3.8886,7.8025,2.3302,0.0365,FALSE
LPNT,16.4756,1.2803,1.837,11.8562,3.64,0,1.6611,8.5672,1.292,4.0795,FALSE
GLT,11.949,1.1476,1.176,4.4271,2.81,15.2192,0.8954,2.868,1.1473,2.2798,TRUE
SPPI,0,1.3735,0,2.3314,13.8,,2.2316,-0.267,1.3726,,FALSE
AOS,20.3612,3.8867,1.395,4.8049,3.47,21.1129,1.7554,6.3363,3.8899,0.5388,FALSE
HOLX,40.3032,4.3048,1.742,7.9893,2.21,0,1.1588,1.2656,4.3091,3.7724,FALSE
CENT,14.7737,1.4239,1.304,7.1019,1.8,,0.9356,3.5281,1.3939,3.2712,FALSE
ELY,48.6471,1.8779,2.634,1.8784,1.87,,0.9259,4.9729,1.8009,0.3377,TRUE
ABM,14.9091,1.6678,1.199,7.0865,5.41,40.2124,1.4051,6.4902,1.6646,1.1765,FALSE
ALK,10.0764,3.4074,0.374,8.9393,7.37,13.1832,0.8527,6.4792,3.4334,2.1786,TRUE
RTEC,18.7283,1.3126,0.85,8.4329,7.18,0,2.1786,3.5573,1.3236,1.4942,TRUE
ASTE,25.9365,1.3995,2.97,1.1377,9.3,63.8303,0.8835,6.4619,1.3995,0.1307,FALSE
CBR,36.134,0.6942,0,-17.7321,3.49,,1.7213,4.5156,0.6891,1.8605,TRUE
DEPO,0,3.0504,0.564,14.9011,6.47,,1.2789,1.32,3.0351,22.8233,FALSE
ANIK,19.2537,2.7599,0.935,5.155,14.84,0,9.2667,16.7048,2.6867,0,TRUE
RMBS,48.9963,2.4409,1.096,5.2176,14.24,0,10.7211,3.9961,2.6028,1.1105,FALSE
BGC,8.6065,2.1365,0.752,29.2702,3.97,,0.8075,2.1445,2.1356,10.4922,FALSE
GLF,0,0.1254,0,9.1973,15.87,,1.3207,2.0699,0.1268,,FALSE
ODP,11.5919,1.6831,0.218,-1.0961,2.64,0,0.8148,2.8821,1.6825,3.7915,FALSE
SIRO,29.8578,4.2246,1.362,3.3594,3,0,2.2351,10.6019,4.2309,0.1752,FALSE
CRZO,0,3.2841,20.678,-24.2525,3.33,,0.342,-1.5049,3.2837,,FALSE
AMRI,36.6866,0,0,0,23.82,0,,,0,,TRUE
EGHT,0,3.4193,2.934,1.9806,4.18,,5.4077,18.5814,3.4193,0,TRUE
AMED,24.4864,2.7087,1.284,7.898,4.19,0,0.8705,5.833,2.7154,9.1996,FALSE
MAR,19.8885,0,1.342,6.9336,9.43,31.7946,0.3709,3.1646,-4.3526,2.7582,FALSE
GES,17.9617,1.4825,2.136,6.3442,8.46,153.5437,1.7646,4.9861,1.4813,0.0333,FALSE
RGEN,65.4637,5.731,3.163,1.7663,6.65,0,4.4233,24.8023,5.73,0,TRUE
ALOG,20.0958,1.6892,1.302,3.2491,12.65,90.3125,2.9366,10.0957,1.689,0,FALSE
ULTI,201.3684,13.1904,1.934,1.3735,3.36,0,0.2233,3.4725,13.1275,0.1253,FALSE
VDSI,12.4673,2.1958,0.838,12.5482,14.9,0,2.7457,10.3974,2.1804,0,TRUE
CPT,26.4182,2.4478,7.298,-0.0999,5.97,103.8592,,,2.1791,5.4025,FALSE
USPH,26.675,3.6916,1.939,5.8255,12.11,30.7806,2.8619,14.1123,3.6916,0.8889,FALSE
SAH,8.1413,1.1131,0.782,-12.786,6.19,6.0125,0.1996,3.7506,1.1102,8.1564,FALSE
STL,14.7431,1.0814,0,4.9471,3.96,27.7115,,,1.0792,,FALSE
MRTN,20.1281,1.4043,0,-10.0689,4.45,9.4562,1.4242,3.7712,1.4413,0.2776,TRUE
ACET,15.669,2.1492,0.562,3.9326,11.11,21.1233,2.0357,5.4702,2.1493,1.4741,TRUE
AKS,0,0,0,25.8625,8.05,,0.481,0.8781,-0.4021,7.2725,FALSE
SUNE,0,0.5939,0,-413.0068,3.77,,,,0.6919,,FALSE
MWW,11.3103,0.7828,0.603,11.8462,6.1,,1.0018,-1.7537,0.8002,3.3213,FALSE
CFNL,12.9994,1.4175,0,-3.6705,3.9,39.3123,,,1.4104,,TRUE
NR,0,0.69,0,14.7922,4.53,,2.0655,1.7712,0.6907,,TRUE
JNS,11.977,1.3357,0.968,12.6358,4.5,36.8889,,,1.3435,1.1187,FALSE
ITT,11.9815,2.0921,1.323,5.0342,1.1,28.9286,1.0896,3.066,2.0921,0.5227,FALSE
KRG,0,1.2723,0,3.4926,2.6,424.1881,,,1.2721,7.156,FALSE
OFG,0,0.2489,0,40.7675,7.88,,,,0.2489,,FALSE
QLGC,20.1204,1.3715,1.058,7.3714,2.24,0,6.6624,9.3176,1.3715,0,FALSE
MDP,13.3195,1.787,0,7.9316,5.3,63.6551,0.6322,5.0186,1.787,2.9549,FALSE
NYT,20.9477,2.3913,1.82,7.3734,9.58,12.5494,1.456,2.2736,2.3987,2.1759,FALSE
STR,19.4939,3.3134,0,2.08,0.76,72.4067,0.1401,1.3443,3.3132,2.8652,FALSE
HA,10.6968,3.9974,0.43,19.7372,2,0,0.8337,2.2844,3.9974,1.4489,TRUE
CSX,12.3166,1.9788,2.172,3.4463,1.03,37.5837,1.2398,1.7861,1.9981,2.2335,FALSE
ESV,1.8051,0.3061,0,1.7024,2.64,,2.4075,0.5311,0.3062,,FALSE
KBH,10.8336,0.5326,0.461,19.5967,5.67,5.2566,1.0209,1.9829,0.5326,17.5781,FALSE
CVG,16.0534,1.7345,1.115,5.9593,11.45,18.2347,2.2258,5.1526,1.7458,16.9572,FALSE
TWI,0,0.4765,0,9.4496,10.65,,1.3979,1.4736,0.4758,11.2845,TRUE
RIG,1.8785,0.2237,0,44.6458,10.63,0,1.393,0.9748,0.228,3.6469,FALSE
KATE,27.9402,8.1569,0.502,2.5236,5.45,0,1.4773,3.8368,8.1443,3.4517,FALSE
ASH,13.1985,2.2711,1.374,2.4243,2.88,27.8571,1.1857,3.8293,2.2711,5.1889,FALSE
GGP,17.3723,2.7479,5.99,-0.0615,1.32,88.2154,,,2.7482,8.8488,TRUE
TDW,0,0.1029,0,-4.2368,4.33,,0.7595,1.1294,0.1029,7.4513,FALSE
TEX,10.8522,1.1479,1.229,4.898,1.13,44.589,0.9637,2.7452,1.1564,3.7882,FALSE
TRN,5.0113,0.903,0.583,-2.7123,8.41,8.4441,1.6624,2.5861,0.9028,1.8738,TRUE
UFI,12.3282,1.2825,0.479,1.1901,2.62,0,1.5337,4.2209,1.2838,2.4022,FALSE
EGOV,25.9774,9.4029,1.641,4.2552,2.93,0,1.4752,8.9543,9.4004,0,TRUE
SSP,235.0952,1.5136,3.785,-1.1624,15,,2.3365,1.6996,1.5145,,TRUE
BC,12.8974,2.7401,0.736,5.3553,3.12,,1.1749,4.2383,2.7471,1.0663,FALSE
SNV,16.3525,1.2299,1.782,11.6828,3.18,28.0135,,,1.2399,,FALSE
NCR,7.6987,3.7504,0,18.6356,1.8,0,0.8866,2.4515,3.7363,7.3409,FALSE
ARE,36.6977,1.4498,12.526,-9.1241,2.82,157.4433,,,1.4664,7.9416,FALSE
SANM,13.581,0.9865,0.717,7.7951,2.54,0,1.013,1.0479,0.9865,1.6818,TRUE
LSTR,18.0297,5.5281,1.418,7.9861,7.18,9.03,1.6941,7.7967,5.5281,0.5905,FALSE
ABG,8.4547,3.7094,0.602,4.0009,2.22,0,0.2957,4.1115,3.7948,5.0332,FALSE
MSM,18.0094,3.0356,1.206,6.3459,3.41,47.8336,1.1308,7.6418,3.0325,0.7919,FALSE
PTC,22.5225,3.8061,0,6.2946,1.41,,0.7908,2.1143,3.8061,8.065,FALSE
ATW,0.8435,0.1339,0,48.177,4.15,12.429,3.1434,,0.1339,2.3499,FALSE
LPX,0,1.95,5.156,-4.3728,5.9,,3.6175,2.7265,1.9483,19.5311,FALSE
PRGO,48.405,1.9785,1.153,4.4092,5.23,,0.6469,3.883,2.0242,5.2368,FALSE
DDD,0,1.4366,2.825,-2.6794,10.21,,2.152,-1.0466,1.4347,,TRUE
WWE,43.1479,5.9725,2.112,2.37,9.88,,1.222,5.7328,5.9725,0.3298,TRUE
ANIP,21.7227,2.0806,0,4.5765,8.54,0,15.0235,4.3099,2.079,2.8643,FALSE
SWC,41.2737,0.8827,10.784,0.3748,8.65,0,6.8217,2.4652,0.8823,5.7106,FALSE
FCS,68.4503,2.0854,0,1.1161,2.79,,1.8223,3.8529,2.0838,1.4304,FALSE
LMNX,18.588,2.0392,1.356,4.9543,14.13,0,6.2201,18.1109,2.0752,0,FALSE
BCPC,33.2133,4.2603,2.579,3.1952,7.45,69.3877,1.7909,6.8341,4.2595,2.2215,FALSE
BEL,72.3969,1.3181,0,1.2911,5.58,0,1.3003,0.9819,1.3277,5.0366,FALSE
XXIA,69.3555,1.3825,0.633,12.802,5.11,0,0.9596,4.6999,1.3702,0.4566,FALSE
EE,20.4492,1.6352,2.362,-5.0882,1.54,1806.6284,0.2688,1.0597,1.6393,4.5717,FALSE
ORCL,16.1775,3.2144,1.646,7.4194,2.7,28.9417,4.0927,4.1184,3.2092,2.6715,FALSE
DECK,10.894,1.576,1.941,3.2751,3.02,29.2857,1.4327,6.0118,1.5783,0.2343,FALSE
LGND,78.5908,5.8708,0.766,2.3459,8.66,0,10.1349,5.309,5.864,6.8567,FALSE
FLO,22.3661,3.4783,2.102,5.4445,2.47,69.8057,0.7241,5.9847,3.4766,2.1475,FALSE
CR,11.195,2.4271,1.591,6.8638,1.84,29.4479,0.7036,3.9137,2.4252,2.3453,FALSE
DLX,11.3289,3.4251,1.343,10.2648,15.42,24.9431,0.2478,7.3055,3.4391,1.4035,FALSE
WOR,14.0125,2.4718,0,12.9274,5.95,51.6329,0.9623,3.6035,2.5167,6.073,FALSE
TASR,42.6021,5.2562,1.256,4.9155,9.34,0,3.6046,9.678,5.2514,0.0042,TRUE
WGO,10.9001,1.8306,1.931,0.0388,9.26,31.5214,1.4336,,1.8292,0,FALSE
SAM,24.8592,4.9864,1.32,3.9811,10.65,28.7962,1.1981,11.418,5.049,0.0027,FALSE
TUP,11.7949,14.6611,0.951,6.9772,6.3,59.105,0.3624,3.5027,14.6379,2.041,FALSE
ACXM,106.867,2.15,2.725,3.4351,7.18,,1.5882,3.0298,2.1537,2.305,TRUE
MMS,21.3755,4.9463,0.959,1.8006,3.43,11.1539,1.594,7.897,4.9463,0.8252,TRUE
